tweet_id,timestamp,topic,text,veracity
499358869492367360,Wed Aug 13 00:56:46 +0000 2014,ferguson,"The sights and sounds from #Ferguson, Missouri are unbelievable: http://t.co/D0n0QYN8x2 http://t.co/A3obQOvf4o",
499368426931228672,Wed Aug 13 01:34:45 +0000 2014,ferguson,The #Ferguson police have NOT interviewed the primary eye witness to Michael Brown's murder &amp; they won't release how many times he was shot.,
500249081286250496,Fri Aug 15 11:54:09 +0000 2014,ferguson,"Protesters march peacefully alongside state troopers in #Ferguson: http://t.co/qqiQ0XKDRN (Scott Olson, Getty Images) http://t.co/D6DKEK0z5n",
500275854434639872,Fri Aug 15 13:40:33 +0000 2014,ferguson,"Oh, this new @JColeNC is very emotional, I suggest you take a listen. http://t.co/mrCwhINAXf #Ferguson",
499701114195808257,Wed Aug 13 23:36:44 +0000 2014,ferguson,Bizarre. Police are now refusing to let us into their own press conference regarding #ferguson.,
499695460358311936,Wed Aug 13 23:14:16 +0000 2014,ferguson,This isn't a war yet police are armed a and approaching like we're in Iraq. #Ferguson,
499620598994444288,Wed Aug 13 18:16:47 +0000 2014,ferguson,Natl bar :if #Ferguson officers name isn't released by Monday they will seek court order forcing the release. #MikeBrown @ksdknews,
498316475317239809,Sun Aug 10 03:54:40 +0000 2014,ferguson,"Don't tell a heartbroken community how to feel, what to say. Try listening to them instead. #Ferguson",
498286202077085696,Sun Aug 10 01:54:22 +0000 2014,ferguson,They broke out the terrorist response gear for citizens in #Ferguson protesting cold blooded police murder. Are we still in America??,
498499836900278272,Sun Aug 10 16:03:17 +0000 2014,ferguson,"No Skittles, Arizona Iced Tea, Cops On Scene. Another Black Teen Dead. Whats Their Excuse Now?. #Ferguson #MikeBrown http://t.co/d0CvLFAnQK",
499406854615597056,Wed Aug 13 04:07:27 +0000 2014,ferguson,Wherein a bunch of guys who served in Iraq and Afgh look at the #ferguson cops and say: WTF? http://t.co/moUOH56BJl via @BI_Defense,
499651344622694400,Wed Aug 13 20:18:58 +0000 2014,ferguson,Important new image in #Ferguson via @leisazigman. http://t.co/V8zlGQNDJI,
498483784296448000,Sun Aug 10 14:59:30 +0000 2014,ferguson,Protestors have crossed the police line in #Ferguson https://t.co/Y2CxIZe4Hk,
498289596463980544,Sun Aug 10 02:07:52 +0000 2014,ferguson,Someone please remind me what year it is again? #ferguson http://t.co/33cebmojwV,
499705810076053504,Wed Aug 13 23:55:23 +0000 2014,ferguson,SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID http://t.co/jksMWqGPR5 (via @ryanjreilly),
500384393362698241,Fri Aug 15 20:51:50 +0000 2014,ferguson,What the media won't show #Ferguson #MikeBrown @zellieimani @SpookPacShakur @AntonioFrench @elonjames @WesleyLowery http://t.co/ohtjw2Kiav,
499696550541795328,Wed Aug 13 23:18:36 +0000 2014,ferguson,Watching #Ferguson being on the verge of imposing martial law is far better than any reality TV. Tune in now: http://t.co/7QTY8soT46,
500239577387659265,Fri Aug 15 11:16:23 +0000 2014,ferguson,One photo was taken in a failed state whose people live under martial law. The other is from Iraq. #Ferguson http://t.co/2UyiWNNZi9,
498276304635322368,Sun Aug 10 01:15:03 +0000 2014,ferguson,The police officer who killed Mike Brown has been put on paid administrative leave. #Ferguson,
498355319979143168,Sun Aug 10 06:29:01 +0000 2014,ferguson,People DEBATING whether #MikeBrown shoplifted or not-- IT DOESN'T MATTER. Shoplifting isn't punishable by DEATH IN THE STREET. #Ferguson,
499701423135678464,Wed Aug 13 23:37:57 +0000 2014,ferguson,"You guess photo of war? Yes, you are right. This is a war between oppressor &amp; oppressed. #Ferguson #MikeBrown http://t.co/74TvAG92CR",
500359673334493185,Fri Aug 15 19:13:37 +0000 2014,ferguson,Don't believe shit you see on TV. Residents of #Ferguson LIVE TWEETED this entire ordeal and we watched it unfold.,
499408988422037505,Wed Aug 13 04:15:56 +0000 2014,ferguson,"When police are militarized, they go to war with citizens. #Ferguson http://t.co/WHMDzIegv1",
499685593857531906,Wed Aug 13 22:35:03 +0000 2014,ferguson,Don't get confused: rage is the right response to what happened in #Ferguson. http://t.co/cQr7vRI59I http://t.co/zVjOuMcV7L,
500073277273165824,Fri Aug 15 00:15:34 +0000 2014,ferguson,"Heading to #ferguson after rally, #michaelbrown's mother didn't speak, but thanked supporters http://t.co/uE33pZXz43",
499411596255719424,Wed Aug 13 04:26:17 +0000 2014,ferguson,Do u know how powerful it is 4 blk ppl to be able to tell their OWN stories in the face of oppression?! That's what's happening in #Ferguson,
500367591773179904,Fri Aug 15 19:45:04 +0000 2014,ferguson,The oppressed stands with the oppressed.  #Palestine stands with #Ferguson. http://t.co/OAubDhcxeW,
500365170796158976,Fri Aug 15 19:35:27 +0000 2014,ferguson,The #Ferguson killing was live-tweeted. https://t.co/BPPYbOlw5h via @7im,
498292317296812032,Sun Aug 10 02:18:40 +0000 2014,ferguson,Cops gun down a 17-year-old in front of you &amp; lock down your neighborhood with scores of armed cops because THEY feel threatened #Ferguson,
498457205801488385,Sun Aug 10 13:13:53 +0000 2014,ferguson,"The black &amp; unarmed group on the left is called an ""angry mob"" vs the armed white group called supporters #Ferguson http://t.co/EuEvQHHEpK",
499706065769201666,Wed Aug 13 23:56:24 +0000 2014,ferguson,SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID http://t.co/OjxJFkJVUT (via @ryanjreilly),
499705545583263744,Wed Aug 13 23:54:20 +0000 2014,ferguson,Look at this RT @grasswire: State Senator asks the #Ferguson police chief if she's going to be gassed again. http://t.co/w0iTWrD6w6,
499692099005325312,Wed Aug 13 23:00:54 +0000 2014,ferguson,"#Ferguson cops on loud speaker seems to be trying Jedi mind tricks on crowd, crowd seems immune to the Jedi arts",
499606278910398464,Wed Aug 13 17:19:53 +0000 2014,ferguson,"Again, WATCH: #Ferguson Police Fire Tear Gas on Protesters with ""Hands Up"" in Their Own Backyard http://t.co/BarqIACZw5",
500405384503238656,Fri Aug 15 22:15:15 +0000 2014,ferguson,Tell Congress to demilitarize local police departments! &gt; &gt; &gt; http://t.co/HhTrkPtXwx #Ferguson http://t.co/Mh3jjXO1sG,
499585144416514048,Wed Aug 13 15:55:54 +0000 2014,ferguson,"Ppl in #Ferguson v sensitive to media descriptions of rioting, so worth noting: only behavior accurately described as such happened Sun.",
500240534481666049,Fri Aug 15 11:20:12 +0000 2014,ferguson,Capt. Ron Johnson leads #Ferguson protestors through a peaceful night #RonJohnson #leader http://t.co/JpUnwUsN6f http://t.co/Vl504sVOaE,
500339589601431552,Fri Aug 15 17:53:48 +0000 2014,ferguson,"“When you dress police up like soldiers, they start thinking like soldiers. And soldiers engage an enemy.” http://t.co/PtrZIIiIHb #Ferguson",
499501246907432960,Wed Aug 13 10:22:32 +0000 2014,ferguson,No one should live in a town where militarized police point loaded weapons at unarmed citizens #Ferguson http://t.co/nk0Ugf0tpR #morningjoe,
499657584836874240,Wed Aug 13 20:43:46 +0000 2014,ferguson,#BREAKING here's copy of joint statement from US Attorney re: #MikeBrown #Ferguson @kmov http://t.co/AQNT2X55tS,
499478126570004480,Wed Aug 13 08:50:39 +0000 2014,ferguson,The American people are the new insurgents. #ferguson #PoliceState http://t.co/iwQEwOd1gK,
500265950667870209,Fri Aug 15 13:01:11 +0000 2014,ferguson,"""Hands up! Don't shoot!"" #Ferguson, MO, protests spread to nearby Clayton. http://t.co/s7KHztwXeq http://t.co/9Ww2erUujj",
500369693203378176,Fri Aug 15 19:53:25 +0000 2014,ferguson,When a policeman asks 'why are you filming?' ... #tcot #uniteblue #teaparty #gop #ferguson http://t.co/3Dlod16f5I,
499688532391526400,Wed Aug 13 22:46:44 +0000 2014,ferguson,#Ferguson heavily armed police in military gear arriving on armed personnel carriers now http://t.co/GbGdrhZBlM,
500072455931588611,Fri Aug 15 00:12:19 +0000 2014,ferguson,"World of difference: police walking with protesters, wearing normal uniforms, state Highway Patrol chief hugging it out. #Ferguson",
500072155166814209,Fri Aug 15 00:11:07 +0000 2014,ferguson,The City Is Ours #NYC #Ferguson #HandsUpDontShoot https://t.co/0XQAlczZVo,
500358258654470146,Fri Aug 15 19:07:59 +0000 2014,ferguson,Brutal treatment of black ppl isn’t indeed the only anti-human rights act by US govt;look at US’s green light to #Israel’s crimes. #Ferguson,
499540195734065152,Wed Aug 13 12:57:18 +0000 2014,ferguson,"Also, the National Association of Black Psychologists will be on-site to provide free crisis counseling to residents of #Ferguson today.",
500387959468982273,Fri Aug 15 21:06:00 +0000 2014,ferguson,Technology can be used to expand democracy or enforce tyranny. Where we draw the line matters. #Ferguson http://t.co/d0DUaTczyW,
500363097698086912,Fri Aug 15 19:27:13 +0000 2014,ferguson,"Rapper J. Cole releases ‘Be Free,’ inspired by Michael Brown in #Ferguson http://t.co/IOhCDqcPkS",
499699107615997952,Wed Aug 13 23:28:45 +0000 2014,ferguson,Police line moving towards peaceful protesters in #ferguson,
500357314722156544,Fri Aug 15 19:04:14 +0000 2014,ferguson,Police begged media for discretion about location of q&amp;a. Are set up about half a mile from QuikTrip/protest site #Ferguson,
500395231305826306,Fri Aug 15 21:34:54 +0000 2014,ferguson,48 media organizations sign  protest letter objecting to the treatment of reporters in #Ferguson http://t.co/GG8ERIh9wT #butnotpolitico,
499394946416529409,Wed Aug 13 03:20:08 +0000 2014,ferguson,"#Ferguson picture from earlier in the day, high powered rifles trained on protesters http://t.co/OYOur3ZCrA",
499529014797557760,Wed Aug 13 12:12:52 +0000 2014,ferguson,All of yesterday's Vines in one YouTube video. #ferguson  http://t.co/Q2wUmBg5Cr,
498303921430204416,Sun Aug 10 03:04:47 +0000 2014,ferguson,"""He threw his hands up and they shot him. The boy fell and they shot him some more."" http://t.co/WTqOpAhVRw  #ferguson #mikebrown",
498532911143206913,Sun Aug 10 18:14:42 +0000 2014,ferguson,"""Don't shoot! Don't shoot!"" #ferguson  https://t.co/qxvFf6BaWX",
499598154581303296,Wed Aug 13 16:47:36 +0000 2014,ferguson,"Sitting in McDonalds in #Ferguson, man says to cashier: ""They're trying to make this about looting...this is about police murdering a kid""",
498303769915191297,Sun Aug 10 03:04:11 +0000 2014,ferguson,At the #Ferguson police dept headquarters https://t.co/jIaKhelaAk,
499701408904798208,Wed Aug 13 23:37:54 +0000 2014,ferguson,"If you're recording in video #ferguson, please use apps like Bambuser that record to a server so it can't be deleted if your phone is seized",
499700579527299073,Wed Aug 13 23:34:36 +0000 2014,ferguson,"Police announce ""your right to demonstrate is not being obstructed"" #Ferguson",
499690869784846336,Wed Aug 13 22:56:01 +0000 2014,ferguson,RT @FOX2now: The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending http://t.co/WZjhZvwhSm,
499692915954704384,Wed Aug 13 23:04:09 +0000 2014,ferguson,This is the police presence at a peaceful protest - in the USA. #Ferguson right NOW!!  WTF!!! http://t.co/PzBjoRoale,
500279951275606017,Fri Aug 15 13:56:49 +0000 2014,ferguson,To hear the exact dispatch call the moments of #MikeBrown's murder: http://t.co/q4BV14ZToy #Ferguson,
500332097064550400,Fri Aug 15 17:24:02 +0000 2014,ferguson,"Dear media: If Michael Brown's race is mentioned in a news report, so should officer Darren Wilson's race. #Ferguson",
500070913836982272,Fri Aug 15 00:06:11 +0000 2014,ferguson,Justice must be served!  #Ferguson #MikeBrown,
498269365175721984,Sun Aug 10 00:47:28 +0000 2014,ferguson,"So would that ""angry mob"" in #Ferguson also qualify as ""concerned citizens""? What's the difference, skin color? #justice4all",
498287947301814274,Sun Aug 10 02:01:19 +0000 2014,ferguson,Police dogs snarl at a crowd of mourners in #Ferguson. They are mourning the killing of another teenager by police http://t.co/BVGJAu2jvV”,
499432169836531712,Wed Aug 13 05:48:02 +0000 2014,ferguson,"This is not Kiev, Ukraine. This is #Ferguson, Missouri right now. http://t.co/RXZ0xkaBrP",
499662393627410432,Wed Aug 13 21:02:52 +0000 2014,ferguson,Community organizations on-site in #Ferguson http://t.co/mDz9Z9dque,
499361506132508673,Wed Aug 13 01:07:15 +0000 2014,ferguson,"The whistleblower said they would often have ""Black day"" or ""tan day"" to just arrest Black or Brown people by the #StLouis PD. #Ferguson",
500322242296041473,Fri Aug 15 16:44:52 +0000 2014,ferguson,"If Michael Brown had been carrying a gun, would Republicans still say he had a right to bear arms? Or is that only for white men? #ferguson",
499699366660423680,Wed Aug 13 23:29:47 +0000 2014,ferguson,Charges filed against man shot by police in #Ferguson on Wednesday; cops say he pointed gun at them: http://t.co/fbOOmrP8Zz,
499355083734519808,Wed Aug 13 00:41:44 +0000 2014,ferguson,"""The fatal shooting of an unarmed teenager deserves a full review."" AG Eric Holder #MikeBrown #Ferguson",
499581469027618816,Wed Aug 13 15:41:18 +0000 2014,ferguson,WAKE UP!!! #Ferguson http://t.co/4N8kRGBXUf,
498474035668586497,Sun Aug 10 14:20:45 +0000 2014,ferguson,"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson http://t.co/P7QwG3sTru",
499692589143298049,Wed Aug 13 23:02:51 +0000 2014,ferguson,SWAT overlooks protestors in #Ferguson. They've all moved to sidewalk. http://t.co/peY5cOVBZl,
499652256288235521,Wed Aug 13 20:22:35 +0000 2014,ferguson,Wow  RT @AntonioFrench: State Senator asks the #Ferguson police chief if she's going to be gassed again. https://t.co/wgnDJbEaGV,
499700209484828672,Wed Aug 13 23:33:08 +0000 2014,ferguson,"#Ferguson. RT @BmoreConetta: Swat truck repositioned, gun pointing straight at protesters http://t.co/Ayh8FhhLp7",
499704226294300672,Wed Aug 13 23:49:06 +0000 2014,ferguson,"Snipers rifles aimed at unarmed American citizens right now in St. Louis, MO. #Ferguson http://t.co/us4dcQ8CxC",
500396427378298880,Fri Aug 15 21:39:39 +0000 2014,ferguson,"Statement from St. Louis County Police Officers Assoc., saying @GovJayNixon put officers lives in danger. #Ferguson http://t.co/plnDpI5uRE",
500399181627162624,Fri Aug 15 21:50:36 +0000 2014,ferguson,I'll be on @msnbc with @TheRevAl in about 10 mins discussing #Ferguson #JusticeForMikeBrown and #PeaceInFerguson. Tune in.,
499397804620386304,Wed Aug 13 03:31:29 +0000 2014,ferguson,"Putting out a specific call again: this story should be told by Black youth, from #Ferguson. If that's you, we have a platform, get at me",
499678305134448641,Wed Aug 13 22:06:06 +0000 2014,ferguson,Left: police that #Obama condemned under Yanukovych. Right: #Obama's police in #Ferguson. #Hypocrisy #USA #Ukraine http://t.co/9x4PBwQ0Sg,
499412661176926209,Wed Aug 13 04:30:31 +0000 2014,ferguson,"#Ferguson crowd gone, crowd showed restraint, chanted &amp; yelled at police then left, scene now empty, only media here http://t.co/Tu2LrnSG6c",
500246996163129344,Fri Aug 15 11:45:52 +0000 2014,ferguson,Ferguson police chief speaks with protesters early Friday am. #ferguson http://t.co/uFHeK4MyxT,
499514668814467072,Wed Aug 13 11:15:52 +0000 2014,ferguson,We don't need to stinkin' #PoliceState Americans! This must stop! .@StupidTeanuts: Going 2 War w/ Americans #Ferguson http://t.co/lo4ZQ59DHS,
499655869412286464,Wed Aug 13 20:36:57 +0000 2014,ferguson,"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! http://t.co/KdWIsaSDhT #tcot #2A #Ferguson #NRA http://t.co/9LQkU5JOlv",
499408845127819265,Wed Aug 13 04:15:21 +0000 2014,ferguson,"BREAKING: Instead of dispersing, protesters got on their knees with their hands up. http://t.co/mvPftWrnEs #Ferguson",
498491047329402880,Sun Aug 10 15:28:21 +0000 2014,ferguson,Protest in #Ferguson. The police dogs are visible again. https://t.co/Fvdw0cKGXk,
500313811195158528,Fri Aug 15 16:11:22 +0000 2014,ferguson,"Captain Johnson: ""Last night was a great night."" #Ferguson",
498531639472189441,Sun Aug 10 18:09:39 +0000 2014,ferguson,#Ferguson v #Bundy: Black jaywalking teen shot &amp; killed by cops. White trespassig rancher's militia aim guns at cops. http://t.co/MEGjYq2feR,
500231335668383744,Fri Aug 15 10:43:38 +0000 2014,ferguson,One of the great photos of American history taken by @kodacohen.  Things much more peaceful in #Ferguson last night. http://t.co/MIoN5P9QIW,
499381321954000896,Wed Aug 13 02:25:59 +0000 2014,ferguson,Destruction of property and destruction of life are false equivalents. #MikeBrown #Ferguson,
499388619425980416,Wed Aug 13 02:54:59 +0000 2014,ferguson,"This is #Ferguson, a suburb in America. http://t.co/GfmHLo4u5q",
499703156889362432,Wed Aug 13 23:44:51 +0000 2014,ferguson,#BREAKING: State Senator Maria Chapelle Nadal has been taken into police custody; she had been tear-gassed at an earlier protest. #Ferguson,
500315237375954944,Fri Aug 15 16:17:02 +0000 2014,ferguson,#Ferguson shows how a militarized police force can compromise our rights and our safety #JusticeForMikeBrown http://t.co/pNIamkQAEi,
500213598149672960,Fri Aug 15 09:33:09 +0000 2014,ferguson,Thousands shut down Times Square last night in support of #Ferguson US where police shot unarmed teen #MikeBrown http://t.co/t2rNDX3Hju,
500355828227252225,Fri Aug 15 18:58:20 +0000 2014,ferguson,Racial discrimination's still a dilemma in US. Still ppl are unsecure for having dark skins.The way police treat them confirms it. #Ferguson,
500297243371798528,Fri Aug 15 15:05:32 +0000 2014,ferguson,Why do whites run a mostly black town? See what's fueling long-simmering tension in #Ferguson http://t.co/sgMZFUhch8 http://t.co/K3s69KltKA,
499592320900431872,Wed Aug 13 16:24:25 +0000 2014,ferguson,"White ""anti-looting"" high-horse riders listen up! Read &amp; follow @ProfessorCrunk http://t.co/L8DTcZCOvQ #Ferguson http://t.co/kNmvT8S2hb",
499440386767859712,Wed Aug 13 06:20:42 +0000 2014,ferguson,Tanks. Military police. Occupation. Media blackout. No fly zone. In...a suburb. This is America in 2014. #Ferguson,
499448210789007360,Wed Aug 13 06:51:47 +0000 2014,ferguson,Going 2 War With Americans #Ferguson http://t.co/HOHFomjgPp,
500212911856295940,Fri Aug 15 09:30:26 +0000 2014,ferguson,"No matter what we do, it won't be as bad as killing a kid and leaving him to die on the street, covered with his own blood. #Ferguson",
500072334578159616,Fri Aug 15 00:11:50 +0000 2014,ferguson,The streets of Times Square have been taken over. Literally. #NMOS14 #ferguson https://t.co/ZnzqFhDdNI,
498281812821803008,Sun Aug 10 01:36:56 +0000 2014,ferguson,The crowd has forced the police car to reverse. #ferguson https://t.co/B9YqGhq0hZ,
499527157023277056,Wed Aug 13 12:05:29 +0000 2014,ferguson,"Classes started at 8am, but by 7am #MichaelBrown would be there waiting, eager http://t.co/SVaqe4vR2V #Ferguson http://t.co/P3ubd08DB8",
500274697485824000,Fri Aug 15 13:35:57 +0000 2014,ferguson,"After #Ferguson shooting, nearly half of Americans don’t believe in justice – poll http://t.co/oAz3qywdsV http://t.co/psxx3YvVlF",
500382437655207936,Fri Aug 15 20:44:04 +0000 2014,ferguson,"Despite the latest blunder of the #Ferguson police department, I am hopeful for another night of #PeaceInFerguson.",
499362994862960640,Wed Aug 13 01:13:10 +0000 2014,ferguson,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/AAIO2DPlTn,
500369097360953345,Fri Aug 15 19:51:03 +0000 2014,ferguson,How can you not be moved by the people of #Ferguson  https://t.co/iQKZ13M3SQ,
498600617645199361,Sun Aug 10 22:43:45 +0000 2014,ferguson,The anger and tension is definitely worse than last night. #Ferguson,
499583349267382273,Wed Aug 13 15:48:46 +0000 2014,ferguson,Looting &amp; rioting are terms that are loosely being used to describe all the civil disobedience in #Ferguson don't get it twisted #focus,
499383640267423744,Wed Aug 13 02:35:12 +0000 2014,ferguson,NO VIOLENCE! JUST JUSTICE! #ferguson https://t.co/3R6rTtmvzW,
499586890837016579,Wed Aug 13 16:02:51 +0000 2014,ferguson,Calling all journalists covering #MikeBrown #Ferguson FREE coffee/Wifi if you need a place to work! @AntonioFrench http://t.co/mn8W44Ov7z,
500368724579192832,Fri Aug 15 19:49:35 +0000 2014,ferguson,"Just be ready. When #Ferguson PD release the photo of #DarrenWilson, it will look something like this. http://t.co/JLT5TuaNdD",
499700083265269763,Wed Aug 13 23:32:38 +0000 2014,ferguson,"A reminder: A SWAT team the size of TX showed up to the top location, but not the bottom one. #Ferguson #BundyRanch http://t.co/3Gjo0VFQ2E",
500316260081889282,Fri Aug 15 16:21:06 +0000 2014,ferguson,#Ferguson: Towns Don't Need Tanks http://t.co/304W7l7neh,
499596695705894912,Wed Aug 13 16:41:48 +0000 2014,ferguson,"cops aren't soldiers. soldiers are soldiers. if you want to be a soldier, enlist &amp; head for the desert. The USA is NOT a war zone. #ferguson",
499704241741520897,Wed Aug 13 23:49:09 +0000 2014,ferguson,"People who claim to be against big, intrusive government and for the Constitution are cheerleading for the cops in #Ferguson now. Telling.",
498248648699150336,Sat Aug 09 23:25:09 +0000 2014,ferguson,Police have brought out the large gear in #Ferguson. http://t.co/2gxUzOvwfy,
499694783691239424,Wed Aug 13 23:11:34 +0000 2014,ferguson,Scene right now just blocks from where #mikebrown was shot. #ferguson http://t.co/gCBXsY0CvN,
498281104865259521,Sun Aug 10 01:34:07 +0000 2014,ferguson,Rest in Peace Mike Brown. #Ferguson,
499526002469797888,Wed Aug 13 12:00:54 +0000 2014,ferguson,Photos from @PDPJ #Ferguson http://t.co/CXXG6bPHh9,
498487999848800256,Sun Aug 10 15:16:15 +0000 2014,ferguson,"""Our problem is not with Hamas. Our problem is not in Iraq. Our problem is in #Ferguson!"" - Anthony Shahid http://t.co/o1dZ3LDHdg",
500426667446513666,Fri Aug 15 23:39:49 +0000 2014,ferguson,Rev Jesse Jackson leading procession to shooting site. #Ferguson #MichaelBrown @stltoday http://t.co/ElWD9jGEFA,
499674159916789760,Wed Aug 13 21:49:37 +0000 2014,ferguson,Police look on as protestors rally in #Ferguson http://t.co/LCzNUCNvKE,
500277854341697536,Fri Aug 15 13:48:29 +0000 2014,ferguson,Haven’t seen a police chief run from a microphone that fast since Commissioner Gordon said the Joker was threatening Gotham City #Ferguson,
500314545345552384,Fri Aug 15 16:14:17 +0000 2014,ferguson,"It's a lot more quiet here at #qt as Capt. Johnson speaks. One guy just yelled ""we want answers."" #ferguson #ksdk http://t.co/XpWHqqvzl6",
500360684253638656,Fri Aug 15 19:17:38 +0000 2014,ferguson,INDICT CHIEF TOM JACKSON for conspiracy and aiding &amp; abetting. INDICT DARREN WILSON for murder. Convict both. #ferguson #mikebrown,
499705246642622465,Wed Aug 13 23:53:09 +0000 2014,ferguson,This is literally on Fox News right now #Ferguson http://t.co/N2ASnvwGwW,
500328451929559041,Fri Aug 15 17:09:33 +0000 2014,ferguson,"#Ferguson #WeArePeace Met a young man who told me, ""We aren't here for colors. Black isn't a color, We are all Equal  http://t.co/yO18uiiOPZ",
499695074855624704,Wed Aug 13 23:12:44 +0000 2014,ferguson,"Overkill in #Ferguson. Officer won't answer my question about why this is needed. http://t.co/izk1lrzB7x""",
500285282650832896,Fri Aug 15 14:18:00 +0000 2014,ferguson,"I'm so tired of society making black people defend themselves, even from under the grave. #Ferguson #MikeBrown",
499700213792387073,Wed Aug 13 23:33:09 +0000 2014,ferguson,Police sniper pointing weapon at unarmed civilians. That’s nice. #Ferguson,
500319233558192128,Fri Aug 15 16:32:55 +0000 2014,ferguson,Missouri Governor Jay Nixon is delivering remarks on the Mike Brown case. #Ferguson,
499556227874304000,Wed Aug 13 14:01:00 +0000 2014,ferguson,"Black folks deserve a more honest account of racial politics than 'it's all love, overlook color, and give peace a chance.'  #Ferguson",
499567797064957952,Wed Aug 13 14:46:59 +0000 2014,ferguson,A few feet from where #MichaelBrown was killed: #Ferguson http://t.co/BpMH784CFR,
498286281894682624,Sun Aug 10 01:54:41 +0000 2014,ferguson,What year are we in again? This is looking like the 50s #Ferguson http://t.co/TeLcT3d3yh,
500318336719134720,Fri Aug 15 16:29:21 +0000 2014,ferguson,"Captain Johnson: ""I know we're scared and I know we've fallen. But I know He's going to pick us up."" #Ferguson",
499598945417703424,Wed Aug 13 16:50:45 +0000 2014,ferguson,More from #Ferguson this morning http://t.co/82Ylq2SqzK,
500403838877462528,Fri Aug 15 22:09:06 +0000 2014,ferguson,"#REMINDER: MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.  #p2 http://t.co/obpPtJQDGL",
500376891623079937,Fri Aug 15 20:22:02 +0000 2014,ferguson,#Ferguson chief says officer Darren Wilson devastated. Mike Brown unavailable for comment about his feelings because dead.,
500350150695743489,Fri Aug 15 18:35:46 +0000 2014,ferguson,These 3 words say it all. #ferguson #MikeBrown http://t.co/Wuzy0YVEUg,
499672226887897089,Wed Aug 13 21:41:57 +0000 2014,ferguson,RT @freegcf: RT @organizemo: @OpFerguson PLS RT! Jail support info for ppl arrested at #mikebrown rallies. #ferguson http://t.co/GRJvO1dAlp,
499438977774931968,Wed Aug 13 06:15:06 +0000 2014,ferguson,"St. Louis County police tell me woman shot in the head and that a Lt. on scene said she's ""alert and gonna live."" #Ferguson",
499702384424022016,Wed Aug 13 23:41:47 +0000 2014,ferguson,State Senator asks the #Ferguson police chief if she's going to be gassed again. http://t.co/jIKa6ZqlX0,
498452658605535232,Sun Aug 10 12:55:49 +0000 2014,ferguson,“When will young people of color's lives matter when they are alive?” -  @MichaelSkolnik #Ferguson http://t.co/NM5UsKgPVm,
498277197581664256,Sun Aug 10 01:18:36 +0000 2014,ferguson,"Black bodies are no longer swinging from trees, they are laying on the streets.  #Ferguson #detriot #oakland #nyc #usa",
499697037156171776,Wed Aug 13 23:20:32 +0000 2014,ferguson,These pictures coming out of #Ferguson with what looks like military equipment on American streets should sober everyone up...,
499699052389208065,Wed Aug 13 23:28:32 +0000 2014,ferguson,Bad craziness. RT @FOX2now #STL SWAT has weapons drawn in #Ferguson protest in broad daylight w/ media attending http://t.co/cgCpydG4E2,
499560002341044224,Wed Aug 13 14:16:00 +0000 2014,ferguson,"""They say we destroying our own neighborhood. We don't own nothing out here."" #Ferguson http://t.co/cVqf6kYkUL",
500234112054341632,Fri Aug 15 10:54:40 +0000 2014,ferguson,Hannity throws a softball to #Ferguson Police Chief #UniteBlue #LibCrib #Bundy #morningjoe http://t.co/2AjrbA7TdI http://t.co/N7RCK8xAsq,
500315532382707712,Fri Aug 15 16:18:12 +0000 2014,ferguson,Ron Johnson says he would have liked to been consulted by #ferguson chief Jackson about today's release of info. http://t.co/5GSXss901U,
498277231253127168,Sun Aug 10 01:18:44 +0000 2014,ferguson,Michael Brown was supposed to start classes at Vatterott College on Monday. Instead gunned down in street by #Ferguson police.,
499412007573942272,Wed Aug 13 04:27:55 +0000 2014,ferguson,"A cleanup for #Ferguson has been organized. TOMORROW. Meet at 10 am Wednesday August 13, 333 N Florissant Rd, Ferguson, MO 63135 #MikeBrown",
500250188221779968,Fri Aug 15 11:58:33 +0000 2014,ferguson,"""Mom, I'm going to college."" #AmadouDiallo #lastwords #ferguson #michealbrown #policeagression http://t.co/B0WbHO1BCU",
499602333404504064,Wed Aug 13 17:04:13 +0000 2014,ferguson,Police militarization on display in #Ferguson http://t.co/m9jyPq3ALq,
499441454498852864,Wed Aug 13 06:24:56 +0000 2014,ferguson,"RT @PDPJ: #Ferguson picture from earlier in the day, high powered rifles trained on protesters http://t.co/qUkG9ztaQt",
500283013541163008,Fri Aug 15 14:08:59 +0000 2014,ferguson,There's still no justification stated for #MikeBrown to be shot to death. #Ferguson,
499361965035491329,Wed Aug 13 01:09:04 +0000 2014,ferguson,"After the whistleblower revealed what was happening, he was summarily harassed, got drug tests, car taken &amp; transferred. #Ferguson #StLouis",
498318493293772800,Sun Aug 10 04:02:41 +0000 2014,ferguson,"Young black victims are killed twice in America―once by gun, second by media. Let the victim be the victim this time. #Ferguson",
500296369224310784,Fri Aug 15 15:02:04 +0000 2014,ferguson,Protests continue at the QT #ferguson https://t.co/qF2N92L9Zn,
